"","biasModel","feat","z","coef_lm","coef_rlm"
"38","N","sigma_xx","I(x^4)",0.0245818201389133,0.0240495953543037
"39","N","sigma_xx","I(y^2)",0.159809730620067,0.158564439499353
"40","N","sigma_xx","I(y^3)",4.37809978171402e-17,-2.71073682317009e-08
"41","N","sigma_xx","I(y^4)",-0.0172952327195621,-0.0169699283770557
"42","N","sigma_xx","y:x",2.11571250447377e-16,-3.76354408652784e-08
"43","N","sigma_xx","y:I(x^2)",-4.32940266172451e-16,-7.71164550637816e-08
"44","N","sigma_xx","y:I(x^3)",-4.82059589450426e-16,7.88795048816421e-08
"45","N","sigma_xx","y:I(x^4)",8.88038151604369e-16,2.19636852570189e-07
"46","N","sigma_xx","x:I(y^2)",0.000188588993529914,0.000174407157244209
"47","N","sigma_xx","x:I(y^3)",-1.98939377533256e-16,1.03089216073461e-07
"48","N","sigma_xx","x:I(y^4)",-0.000523794184886325,-0.000528670134743977
"49","N","sigma_xy","(Intercept)",-4.99618752549004e-19,-9.33173458724777e-09
"50","N","sigma_xy","y",-1.31557282008081e-05,-5.4349426095823e-06
"51","N","sigma_xy","x",4.97819863565453e-18,3.51762470574802e-07
"52","N","sigma_xy","I(x^2)",1.93925909065266e-18,-3.60701841761151e-08
"53","N","sigma_xy","I(x^3)",-3.36032140365288e-18,6.520930997264e-08
"54","N","sigma_xy","I(x^4)",-1.65318910771782e-18,3.93608879103235e-08
"55","N","sigma_xy","I(y^2)",5.44442302545197e-18,4.88206182477136e-07
"56","N","sigma_xy","I(y^3)",9.59494395677437e-05,4.45634581524213e-05
"57","N","sigma_xy","I(y^4)",-1.57988950986938e-17,-1.85414918453542e-06
"58","N","sigma_xy","y:x",0.0438915426751594,0.0434804054425258
"59","N","sigma_xy","y:I(x^2)",-7.65698147755378e-05,-5.41879684690762e-05
"60","N","sigma_xy","y:I(x^3)",-0.00677159765964337,-0.00350875811738612
"61","N","sigma_xy","y:I(x^4)",0.000124936375701533,9.93033227959013e-05
"62","N","sigma_xy","x:I(y^2)",-4.86128033246702e-17,-1.34396140748785e-05
"63","N","sigma_xy","x:I(y^3)",-0.00619377365097626,-0.0132658290520218
"64","N","sigma_xy","x:I(y^4)",9.59197272227237e-17,5.21410823447061e-05
"65","N","sigma_yy","(Intercept)",0.0392068039781986,0.0397727807900939
"66","N","sigma_yy","y",-3.57170160338495e-18,-1.62546924774975e-08
"67","N","sigma_yy","x",-7.09642260899499e-06,-1.66962050170019e-06
"68","N","sigma_yy","I(x^2)",0.0536950731283005,0.0496152534606148
"69","N","sigma_yy","I(x^3)",8.88465369151329e-06,1.88854025037148e-06
"70","N","sigma_yy","I(x^4)",-0.0147663797602531,-0.00972126169855105
"71","N","sigma_yy","I(y^2)",0.141578260106143,0.136186289812315
"72","N","sigma_yy","I(y^3)",-6.15220607566673e-17,2.94772366449737e-06
"73","N","sigma_yy","I(y^4)",-0.0701368720417091,-0.0467201759218825
"74","N","sigma_yy","y:x",-1.83333841142549e-16,8.57645160492223e-09
"75","N","sigma_yy","y:I(x^2)",4.42423018677265e-16,-8.44433915903666e-06
"76","N","sigma_yy","y:I(x^3)",4.38776323292898e-16,-3.92524704620007e-08
"77","N","sigma_yy","y:I(x^4)",-9.03356839322413e-16,1.58432201860617e-05
"78","N","sigma_yy","x:I(y^2)",-6.02862090234004e-06,-4.41452883145496e-05
"79","N","sigma_yy","x:I(y^3)",1.80708595500206e-16,3.06384641084203e-08
"80","N","sigma_yy","x:I(y^4)",1.93843907560782e-05,7.75129437877454e-05
"81","tN","mu_x","(Intercept)",-1.13925918073809,0.000388786956423939
"82","tN","mu_x","y",2.23355454443134,0.000669058300800127
"83","tN","mu_x","x",-22.6305642196448,0.55246538411415
"84","tN","mu_x","I(x^2)",24.043383157428,0.00977634412602622
"85","tN","mu_x","I(x^3)",73.7983621553487,1.40362324777401
"86","tN","mu_x","I(x^4)",-43.6097902892954,-0.0338835579064609
"87","tN","mu_x","I(y^2)",3.16650031307959,-0.00829984722573059
"88","tN","mu_x","I(y^3)",-2.85783544771808,0.00379917704756503
"89","tN","mu_x","I(y^4)",-16.0595934378818,0.0126049563601032
"90","tN","mu_x","y:x",-2.47935245628964,-0.0171673462773781
"91","tN","mu_x","y:I(x^2)",-16.8075877108092,-0.0657810498932517
"92","tN","mu_x","y:I(x^3)",-8.98599223722777,0.0764452661331928
"93","tN","mu_x","y:I(x^4)",-2.09893351328026,0.228940240803533
"94","tN","mu_x","x:I(y^2)",-4.45010570440503,-1.29051686660418
"95","tN","mu_x","x:I(y^3)",12.6546287997493,0.00618201317816113
"96","tN","mu_x","x:I(y^4)",80.5370740501364,6.17443242827108
"97","tN","mu_y","(Intercept)",0.48887366084904,5.70963307153079e-05
"98","tN","mu_y","y",-10.1545550944725,0.621161280987153
"99","tN","mu_y","x",3.65036044695128,0.00274576434382976
"100","tN","mu_y","I(x^2)",0.612873518643871,-0.00233984846795141
"101","tN","mu_y","I(x^3)",-3.69307047259167,0.0328447304313259
"102","tN","mu_y","I(x^4)",-3.20662629503985,0.010558635446823
"103","tN","mu_y","I(y^2)",-9.43922928258442,-0.00792129483340102
"104","tN","mu_y","I(y^3)",36.6200457711121,1.38761282387281
"105","tN","mu_y","I(y^4)",22.486070239111,0.0436926232400328
"106","tN","mu_y","y:x",15.233471037653,0.00549355540218125
"107","tN","mu_y","y:I(x^2)",-4.87369555571372,-0.502274137544649
"108","tN","mu_y","y:I(x^3)",-15.2884236959076,-0.0122198035830584
"109","tN","mu_y","y:I(x^4)",94.1150780776531,1.62366783111512
"110","tN","mu_y","x:I(y^2)",-51.5529298230242,-0.831164254692416
"111","tN","mu_y","x:I(y^3)",-44.5896515421094,-0.0333420921590197
"112","tN","mu_y","x:I(y^4)",76.8130753591008,5.01871761435433
"113","tN","sigma_xx","(Intercept)",-2.86104856526,0.0931311343618687
"114","tN","sigma_xx","y",-0.842922945588815,4.23394414086884e-07
"115","tN","sigma_xx","x",3.39528846992631,7.57306587469246e-05
"116","tN","sigma_xx","I(x^2)",-21.395702631414,0.0968936172269695
"117","tN","sigma_xx","I(x^3)",-11.7928496016194,-0.00023110235041901
"118","tN","sigma_xx","I(x^4)",69.8267039647471,1.12946561107657
"119","tN","sigma_xx","I(y^2)",42.8983469941976,0.211419621582975
"120","tN","sigma_xx","I(y^3)",4.56661315274094,-3.15973041336671e-06
"121","tN","sigma_xx","I(y^4)",-68.0868483986354,0.1821165552061
"122","tN","sigma_xx","y:x",11.2166787614433,-9.01386099022304e-05
"123","tN","sigma_xx","y:I(x^2)",-3.13518172448393,-3.04168686805854e-06
"124","tN","sigma_xx","y:I(x^3)",-32.8417280982417,0.000183563702242348
"125","tN","sigma_xx","y:I(x^4)",-10.0850936952568,-7.30097730624227e-07
"126","tN","sigma_xx","x:I(y^2)",44.1462091782613,4.22245518265384e-05
"127","tN","sigma_xx","x:I(y^3)",-39.2534981509093,0.000326746251021175
"128","tN","sigma_xx","x:I(y^4)",-135.360561914392,-0.000261617072670557
"129","tN","sigma_xy","(Intercept)",-1.01930000531809,4.28232435408482e-05
"130","tN","sigma_xy","y",-1.91200483245669,1.5427554832229e-05
"131","tN","sigma_xy","x",-0.925010766478715,-0.000508446136400243
"132","tN","sigma_xy","I(x^2)",4.65221855744076,-0.000891159969876651
"133","tN","sigma_xy","I(x^3)",0.926914946068859,0.00351027891580198
"134","tN","sigma_xy","I(x^4)",-4.38273093665897,0.00233423345457467
"135","tN","sigma_xy","I(y^2)",9.68960290613208,-0.000284822471114911
"136","tN","sigma_xy","I(y^3)",6.74724572492949,-0.000141996438856263
"137","tN","sigma_xy","I(y^4)",-18.2709717662541,0.00113374636068639
"138","tN","sigma_xy","y:x",33.6587119329451,-0.0181448823451484
"139","tN","sigma_xy","y:I(x^2)",-3.10493257121672,0.000729313014498059
"140","tN","sigma_xy","y:I(x^3)",-62.6911105398108,0.282166181252391
"141","tN","sigma_xy","y:I(x^4)",12.8092490492003,-0.00292866411321097
"142","tN","sigma_xy","x:I(y^2)",13.6052159915284,-0.0117450369823032
"143","tN","sigma_xy","x:I(y^3)",-70.8491618886387,0.268451249023676
"144","tN","sigma_xy","x:I(y^4)",-29.3983045900901,0.0443763218920675
"145","tN","sigma_yy","(Intercept)",-10.6788379926473,0.0380083247382804
"146","tN","sigma_yy","y",-1.81228944099994,-0.0021593769852958
"147","tN","sigma_yy","x",4.83198625391081,0.00346053496674692
"148","tN","sigma_yy","I(x^2)",10.7145130150834,0.0460460636613163
"149","tN","sigma_yy","I(x^3)",-8.69721855977523,-0.0190325212105141
"150","tN","sigma_yy","I(x^4)",22.6156322020224,0.0384434349828709
"151","tN","sigma_yy","I(y^2)",120.313205310675,0.106600852093603
"152","tN","sigma_yy","I(y^3)",9.74079637493482,0.0133743680368162
"153","tN","sigma_yy","I(y^4)",-211.017202896337,1.0819476179126
"154","tN","sigma_yy","y:x",20.0107013362275,-0.0224057538458436
"155","tN","sigma_yy","y:I(x^2)",-11.4091488533978,0.0078376680714787
"156","tN","sigma_yy","y:I(x^3)",-48.9907247529272,0.0213592675789032
"157","tN","sigma_yy","y:I(x^4)",4.60904578143784,-0.000953515822522759
"158","tN","sigma_yy","x:I(y^2)",31.0815423863923,0.225754785390289
"159","tN","sigma_yy","x:I(y^3)",-83.1064981992618,0.147199346165883
"160","tN","sigma_yy","x:I(y^4)",-169.177831809499,-1.58368212370302
