"","biasModel","feat","z","coef_lm","coef_rlm"
"44","N","sigma_xx","y:I(x^3)",-2.57579072659995e-16,6.40219636191076e-11
"45","N","sigma_xx","y:I(x^4)",4.92681081205297e-16,-2.6787393171493e-10
"46","N","sigma_xx","x:I(y^2)",-0.000363321294422371,-0.000190097471184395
"47","N","sigma_xx","x:I(y^3)",5.6513304304413e-16,7.33632499825215e-11
"48","N","sigma_xx","x:I(y^4)",0.00165131592864902,0.00121602039410467
"49","N","sigma_xy","(Intercept)",1.18718266772966e-18,1.47980455748464e-09
"50","N","sigma_xy","y",-7.00063873399617e-06,-1.12129750105063e-05
"51","N","sigma_xy","x",-3.06753593146963e-18,-5.04201656703248e-08
"52","N","sigma_xy","I(x^2)",5.57773333657731e-18,2.26203982984881e-08
"53","N","sigma_xy","I(x^3)",8.72028683164913e-18,-2.1560318771234e-07
"54","N","sigma_xy","I(x^4)",-1.10437895739103e-17,-2.1608070623639e-08
"55","N","sigma_xy","I(y^2)",-4.19332344981186e-17,-1.94790926667893e-07
"56","N","sigma_xy","I(y^3)",-4.40675936777159e-06,7.57175255176871e-05
"57","N","sigma_xy","I(y^4)",1.38820838753648e-16,9.66090408861655e-07
"58","N","sigma_xy","y:x",0.054628559834753,0.0592358906826099
"59","N","sigma_xy","y:I(x^2)",0.000299128980691733,0.000322699811223327
"60","N","sigma_xy","y:I(x^3)",-0.00857817157129064,-0.0148318932541797
"61","N","sigma_xy","y:I(x^4)",-0.000812875804327804,-0.000921269405612034
"62","N","sigma_xy","x:I(y^2)",-3.29330683443801e-17,6.03264958895619e-06
"63","N","sigma_xy","x:I(y^3)",-0.052813523904417,-0.0673172313002317
"64","N","sigma_xy","x:I(y^4)",1.27828423026137e-16,-3.04052573628957e-05
"65","N","sigma_yy","(Intercept)",0.0381914766093169,0.0382170830378699
"66","N","sigma_yy","y",-1.87004079097453e-17,-4.33324824563657e-11
"67","N","sigma_yy","x",3.31615564286495e-05,6.52437225082459e-05
"68","N","sigma_yy","I(x^2)",0.0441167043677085,0.0426767162582326
"69","N","sigma_yy","I(x^3)",-4.8207369960676e-05,-6.98422525291769e-05
"70","N","sigma_yy","I(x^4)",0.0011256477838127,0.00523020857591903
"71","N","sigma_yy","I(y^2)",0.156456110625209,0.157277240413681
"72","N","sigma_yy","I(y^3)",1.23846333696735e-17,-3.53450145891004e-10
"73","N","sigma_yy","I(y^4)",-0.105374477032301,-0.107978719191303
"74","N","sigma_yy","y:x",7.90388163007991e-18,-1.610390785306e-11
"75","N","sigma_yy","y:I(x^2)",9.57803580251829e-17,7.2311943332012e-10
"76","N","sigma_yy","y:I(x^3)",7.94601849814869e-17,2.43972798472063e-11
"77","N","sigma_yy","y:I(x^4)",-2.27972332003826e-16,-1.03657570476029e-09
"78","N","sigma_yy","x:I(y^2)",-0.000165809377608818,-0.00165300842424475
"79","N","sigma_yy","x:I(y^3)",-1.51669299881101e-16,6.30416907793355e-11
"80","N","sigma_yy","x:I(y^4)",0.000118812780026637,0.00745146171100589
"81","tN","mu_x","(Intercept)",-0.551036429110075,0.000153546759190899
"82","tN","mu_x","y",0.778175805193068,-0.00142766244199049
"83","tN","mu_x","x",1.55641041094837,0.636367982248063
"84","tN","mu_x","I(x^2)",14.983851006697,-0.00169079551419889
"85","tN","mu_x","I(x^3)",13.4433557212302,0.857498189881248
"86","tN","mu_x","I(x^4)",-28.0171400785904,0.0118594701903897
"87","tN","mu_x","I(y^2)",3.76091329345456,-0.00036176490538565
"88","tN","mu_x","I(y^3)",-5.11301394610532,-0.000574179906523801
"89","tN","mu_x","I(y^4)",-19.4217309063536,0.000114494635207108
"90","tN","mu_x","y:x",6.85242806907039,0.000661376819451175
"91","tN","mu_x","y:I(x^2)",12.936136936703,0.0565468681578995
"92","tN","mu_x","y:I(x^3)",-8.99029796298341,0.000592203601978649
"93","tN","mu_x","y:I(x^4)",-24.0516496282014,-0.209218090872067
"94","tN","mu_x","x:I(y^2)",-66.2571300611189,-0.245151816972065
"95","tN","mu_x","x:I(y^3)",-11.7523442365637,0.00108145698150232
"96","tN","mu_x","x:I(y^4)",188.19800922935,2.02325900687489
"97","tN","mu_y","(Intercept)",-0.370077517724683,0.00229113623635574
"98","tN","mu_y","y",1.70636651888292,0.695193395794881
"99","tN","mu_y","x",0.82643676453479,0.000353794347229664
"100","tN","mu_y","I(x^2)",3.63155462149561,-0.00800492013487319
"101","tN","mu_y","I(x^3)",-2.6051080560274,-0.00870430945163105
"102","tN","mu_y","I(x^4)",-6.19631476926581,0.0175250901945177
"103","tN","mu_y","I(y^2)",9.8056500847547,-0.120935710532871
"104","tN","mu_y","I(y^3)",-5.36206785004986,0.951388434848472
"105","tN","mu_y","I(y^4)",-33.6938711309295,0.812974148196148
"106","tN","mu_y","y:x",9.59379394729647,-0.0395716617783418
"107","tN","mu_y","y:I(x^2)",16.6342436779412,-0.393157644304411
"108","tN","mu_y","y:I(x^3)",-12.2847919837512,0.0403073098616899
"109","tN","mu_y","y:I(x^4)",-29.7616076785099,1.24933599088827
"110","tN","mu_y","x:I(y^2)",21.4900724316524,0.173356595015263
"111","tN","mu_y","x:I(y^3)",-17.5106711565215,0.319036628316772
"112","tN","mu_y","x:I(y^4)",-77.3456010729905,-1.29426187128151
"113","tN","sigma_xx","(Intercept)",0.949700217027685,0.0942076747716346
"114","tN","sigma_xx","y",2.00926914262227,0.000180187708652105
"115","tN","sigma_xx","x",7.92372845290325,-0.0109054974610262
"116","tN","sigma_xx","I(x^2)",7.63656742951474,0.0985662863558019
"117","tN","sigma_xx","I(x^3)",-13.734901807837,0.0471182240067843
"118","tN","sigma_xx","I(x^4)",-4.63159632669553,1.05725419831638
"119","tN","sigma_xx","I(y^2)",-9.66459470259292,0.198357777118657
"120","tN","sigma_xx","I(y^3)",-13.1378229355259,-0.0230903046219981
"121","tN","sigma_xx","I(y^4)",14.6926768253898,0.196719431253306
"122","tN","sigma_xx","y:x",17.6301744720029,0.0630356374757871
"123","tN","sigma_xx","y:I(x^2)",33.0902092623164,0.154182522372478
"124","tN","sigma_xx","y:I(x^3)",-23.0633542726437,-0.205917719926943
"125","tN","sigma_xx","y:I(x^4)",-61.5059062704305,-0.612538438305127
"126","tN","sigma_xx","x:I(y^2)",9.75297422982152,0.0112787888327128
"127","tN","sigma_xx","x:I(y^3)",-30.3771685643582,-0.18886019244336
"128","tN","sigma_xx","x:I(y^4)",-79.5840018106105,0.14244771036128
"129","tN","sigma_xy","(Intercept)",0.0923688721203153,-0.000142266133806798
"130","tN","sigma_xy","y",-0.322014577353322,-4.7703662861182e-05
"131","tN","sigma_xy","x",-0.214591033324305,-1.41242687865713e-05
"132","tN","sigma_xy","I(x^2)",-0.938857525504396,0.00246798870791727
"133","tN","sigma_xy","I(x^3)",0.661051980015109,0.000167791736361674
"134","tN","sigma_xy","I(x^4)",1.59615132751668,-0.0060541708556998
"135","tN","sigma_xy","I(y^2)",-2.45604024505498,0.000976174251615298
"136","tN","sigma_xy","I(y^3)",2.01033273055192,0.000292383268981878
"137","tN","sigma_xy","I(y^4)",8.54106515317018,-0.00288328999121342
"138","tN","sigma_xy","y:x",-2.57275752302043,0.00836743857283857
"139","tN","sigma_xy","y:I(x^2)",-4.23280512268925,0.00162526874656186
"140","tN","sigma_xy","y:I(x^3)",3.75414950202812,0.230370278916146
"141","tN","sigma_xy","y:I(x^4)",7.79037043553436,-0.00394963313394724
"142","tN","sigma_xy","x:I(y^2)",-5.46619715210808,-0.000498878543661037
"143","tN","sigma_xy","x:I(y^3)",4.99476887176228,0.201069888007434
"144","tN","sigma_xy","x:I(y^4)",19.9293885040837,0.00240714496418748
"145","tN","sigma_yy","(Intercept)",-1.16345068907737,0.0366409423105474
"146","tN","sigma_yy","y",4.30937706059926,-0.000966392028231278
"147","tN","sigma_yy","x",4.86160345483429,-0.000718039312731821
"148","tN","sigma_yy","I(x^2)",17.4324737487462,0.0555577442743595
"149","tN","sigma_yy","I(x^3)",-11.469394980668,0.0012974474482487
"150","tN","sigma_yy","I(x^4)",-29.1995313603916,0.0105852420629282
"151","tN","sigma_yy","I(y^2)",30.8291889824758,0.124852333637618
"152","tN","sigma_yy","I(y^3)",-27.6227937617989,0.0149087636004571
"153","tN","sigma_yy","I(y^4)",-109.673063637285,1.01323922117816
"154","tN","sigma_yy","y:x",35.9664171099646,0.00715556495781772
"155","tN","sigma_yy","y:I(x^2)",64.6312663531719,-0.0123602225028589
"156","tN","sigma_yy","y:I(x^3)",-45.4036280215388,-0.0169574856331885
"157","tN","sigma_yy","y:I(x^4)",-119.993347643374,0.0391996047989204
"158","tN","sigma_yy","x:I(y^2)",67.9166733689733,0.0073806939096011
"159","tN","sigma_yy","x:I(y^3)",-66.727549303929,-0.0301450317507293
"160","tN","sigma_yy","x:I(y^4)",-259.949499891918,0.0164499360066478
